# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr 14 14:17:26 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
pl_hostname,pl_name,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,st_teff,st_mass,st_rad,st_lum
Kepler-49,Kepler-49 c,10.91293430,,,0.72000,0.227,4252.00,,0.56,
Kepler-49,Kepler-49 d,2.57654900,0.031000,,,0.143,4252.00,,0.56,
Kepler-49,Kepler-49 e,18.59610800,0.116000,,,0.139,4252.00,,0.56,
Kepler-490,Kepler-490 b,3.26869515,,,,1.039,6045.00,1.08,1.12,
Kepler-491,Kepler-491 b,4.22538451,,,,0.796,5582.00,1.04,1.03,
Kepler-492,Kepler-492 b,11.72012266,,,,0.856,5527.00,0.94,0.91,
Kepler-493,Kepler-493 b,3.00387658,,,,1.350,6457.00,1.36,1.54,
Kepler-494,Kepler-494 b,8.02511821,,,,0.637,6007.00,1.10,1.26,
Kepler-495,Kepler-495 b,3.41303622,,,,0.467,5346.00,0.86,0.83,
Kepler-496,Kepler-496 b,8.30864937,,,,0.207,5293.00,0.86,0.82,
Kepler-497,Kepler-497 b,3.57320367,,,,0.539,5834.00,1.09,1.11,
Kepler-498,Kepler-498 b,9.61375356,,,,0.270,5744.00,0.98,0.96,
Kepler-499,Kepler-499 b,5.63252845,,,,0.194,5312.00,0.87,0.83,
Kepler-5,Kepler-5 b,3.54846570,0.053800,,2.11100,1.426,6297.00,1.37,1.79,
Kepler-50,Kepler-50 b,7.81254000,0.077000,,,0.153,6225.00,1.24,1.58,
Kepler-50,Kepler-50 c,9.37647000,0.087000,,,0.194,6225.00,1.24,1.58,
Kepler-500,Kepler-500 b,8.50832440,,,,0.230,5813.00,1.02,1.03,
Kepler-501,Kepler-501 b,5.64067757,,,,0.384,5904.00,1.03,1.04,
Kepler-502,Kepler-502 b,4.28686431,,,,0.426,6125.00,1.15,1.22,
Kepler-504,Kepler-504 b,9.54927542,,,,0.142,3519.00,0.33,0.33,
Kepler-505,Kepler-505 b,27.52197994,,,,0.232,3931.00,0.55,0.53,
Kepler-506,Kepler-506 b,6.88340550,,,,0.244,6236.00,1.19,1.19,
Kepler-507,Kepler-507 b,3.56809693,,,,0.116,6113.00,1.16,1.32,
Kepler-508,Kepler-508 b,25.30889748,,,,0.146,6025.00,1.16,1.25,
Kepler-509,Kepler-509 b,41.74600392,,,,0.222,6060.00,1.10,1.20,
Kepler-51,Kepler-51 b,45.15400000,0.251400,0.040000,0.00700,0.633,6018.00,1.04,0.94,
Kepler-51,Kepler-51 c,85.31200000,0.384000,0.014000,0.01300,0.803,6018.00,1.04,0.94,
Kepler-51,Kepler-51 d,130.19400000,0.509000,0.008000,0.02400,0.865,6018.00,1.04,0.94,
Kepler-510,Kepler-510 b,19.55659418,,,,0.220,5746.00,0.91,1.41,
Kepler-511,Kepler-511 b,296.63786500,,,,0.567,5770.00,1.00,1.20,
Kepler-512,Kepler-512 b,34.43587975,,,,0.240,5997.00,1.17,1.30,
Kepler-513,Kepler-513 b,28.86235584,,,,0.196,5849.00,1.02,1.06,
Kepler-514,Kepler-514 b,5.65179605,,,,0.153,6106.00,1.28,1.44,
Kepler-515,Kepler-515 b,19.96371318,,,,0.130,5293.00,0.90,0.83,
Kepler-516,Kepler-516 b,24.85462415,,,,0.512,7099.00,1.62,2.02,
Kepler-517,Kepler-517 b,60.92832271,,,,0.238,5690.00,0.95,0.98,
Kepler-518,Kepler-518 b,8.51203588,,,,0.188,5842.00,0.96,0.88,
Kepler-519,Kepler-519 b,24.30789460,,,,0.187,5260.00,0.89,0.80,
Kepler-52,Kepler-52 b,7.87735650,,,8.70000,0.187,4263.00,,0.56,
Kepler-52,Kepler-52 c,16.38500210,,,10.41000,0.164,4263.00,,0.56,
Kepler-52,Kepler-52 d,36.44517100,0.182000,,,0.174,4263.00,,0.56,
Kepler-520,Kepler-520 b,19.67416124,,,,0.148,6112.00,1.10,1.09,
Kepler-520,Kepler-520 c,5.21104261,,,,0.095,6112.00,1.10,1.09,
Kepler-521,Kepler-521 b,22.20813214,,,,0.284,6406.00,1.34,1.46,
Kepler-522,Kepler-522 b,38.58422849,,,,0.616,6392.00,1.54,1.98,
Kepler-523,Kepler-523 b,5.83598311,,,,0.175,5515.00,0.93,0.86,
Kepler-524,Kepler-524 b,7.97419807,,,,0.170,6014.00,1.09,1.10,
Kepler-524,Kepler-524 c,1.88897906,,,,0.086,6014.00,1.09,1.10,
Kepler-525,Kepler-525 b,18.68404933,,,,0.235,5573.00,0.95,1.15,
Kepler-526,Kepler-526 b,5.45849832,,,,0.178,5894.00,1.15,1.14,
Kepler-527,Kepler-527 b,13.28535633,,,,0.253,6388.00,1.28,1.45,
Kepler-528,Kepler-528 b,19.78297415,,,,0.186,5807.00,1.01,1.06,
Kepler-529,Kepler-529 b,1.98035766,,,,0.166,6087.00,1.07,1.14,
Kepler-529,Kepler-529 c,12.83450220,,,,0.178,6087.00,1.07,1.14,
Kepler-53,Kepler-53 b,18.64895250,,,18.41000,0.258,5858.00,0.98,0.89,
Kepler-53,Kepler-53 c,38.55830380,,,15.74000,0.283,5858.00,0.98,0.89,
Kepler-53,Kepler-53 d,9.75196200,0.091000,,,0.189,5858.00,0.98,0.89,
Kepler-530,Kepler-530 b,39.30941904,,,,0.269,5697.00,0.97,0.89,
Kepler-531,Kepler-531 b,29.88485741,,,,0.248,4893.00,0.78,0.75,
Kepler-532,Kepler-532 b,12.92491623,,,,0.229,5192.00,0.87,0.79,
Kepler-533,Kepler-533 b,28.51120525,,,,0.302,4758.00,0.78,0.72,
Kepler-534,Kepler-534 b,15.95994513,,,,0.200,5884.00,1.05,0.98,
Kepler-535,Kepler-535 b,4.90332155,,,,0.211,6123.00,1.18,1.27,
Kepler-536,Kepler-536 b,1.82708230,,,,0.277,5524.00,0.92,0.89,
Kepler-537,Kepler-537 b,3.24755522,,,,0.126,5763.00,1.07,0.99,
Kepler-538,Kepler-538 b,81.73778000,0.466900,0.041000,0.03335,0.198,5547.00,0.89,0.87,
Kepler-539,Kepler-539 b,125.63243000,0.498800,0.390000,0.97000,0.747,5820.00,1.05,0.95,
Kepler-539,Kepler-539 c,1000.00000000,2.420000,0.500000,2.40000,,5820.00,1.05,0.95,
Kepler-54,Kepler-54 b,8.01094340,,,0.92000,0.187,4252.00,,0.55,
Kepler-54,Kepler-54 c,12.07172490,,,0.37000,0.110,4252.00,,0.55,
Kepler-54,Kepler-54 d,20.99569400,0.126000,,,0.136,4252.00,,0.55,
Kepler-540,Kepler-540 b,172.70497840,,,,0.242,5946.00,1.02,1.08,
Kepler-541,Kepler-541 b,5.08005848,,,,0.300,6166.00,1.41,2.06,
Kepler-542,Kepler-542 b,13.14497566,,,,0.140,5526.00,0.93,0.90,
Kepler-543,Kepler-543 b,13.89961966,,,,0.223,4671.00,0.70,0.67,
Kepler-544,Kepler-544 b,21.41616926,,,,0.189,6206.00,1.16,1.22,
Kepler-545,Kepler-545 b,13.24934059,,,,0.240,5882.00,1.04,1.07,
Kepler-546,Kepler-546 b,4.14702026,,,,0.624,5967.00,1.11,1.15,
Kepler-547,Kepler-547 b,6.01038429,,,,0.357,4828.00,0.78,0.73,
Kepler-548,Kepler-548 b,4.45419434,,,,1.070,5535.00,0.93,0.90,
Kepler-549,Kepler-549 b,42.94956490,,,,0.229,5360.00,0.88,0.84,
Kepler-549,Kepler-549 c,117.04049800,,,,0.261,5360.00,0.88,0.84,
Kepler-55,Kepler-55 b,27.94814490,,,1.49000,0.217,4503.00,,0.62,
Kepler-55,Kepler-55 c,42.15164180,,,1.11000,0.197,4503.00,,0.62,
Kepler-55,Kepler-55 d,2.21109900,0.029000,,,0.142,4503.00,,0.62,
Kepler-55,Kepler-55 e,4.61753400,0.048000,,,0.138,4503.00,,0.62,
Kepler-55,Kepler-55 f,10.19854500,0.081000,,,0.142,4503.00,,0.62,
Kepler-550,Kepler-550 b,8.60010411,,,,0.394,5322.00,0.87,0.83,
Kepler-551,Kepler-551 b,12.37646610,,,,0.244,4286.00,0.65,0.63,
Kepler-552,Kepler-552 b,5.26341577,,,,0.352,5863.00,1.03,1.04,
Kepler-553,Kepler-553 b,4.03046804,,,,0.413,5266.00,0.92,0.85,
Kepler-553,Kepler-553 c,328.23995460,,,,0.999,5266.00,0.92,0.85,
Kepler-554,Kepler-554 b,1.90220856,,,,0.383,5447.00,0.93,0.92,
Kepler-555,Kepler-555 b,16.21775407,,,,0.252,5894.00,1.03,1.04,
Kepler-556,Kepler-556 b,11.72292176,,,,0.200,5740.00,1.00,0.98,
Kepler-557,Kepler-557 b,3.70598955,,,,0.238,6068.00,1.11,1.16,
Kepler-558,Kepler-558 b,29.00790538,,,,0.211,5242.00,0.85,0.81,
Kepler-559,Kepler-559 b,17.58752333,,,,0.322,5630.00,0.96,0.95,
Kepler-56,Kepler-56 b,10.50160000,0.102800,,0.07000,0.581,4840.00,1.32,4.23,
Kepler-56,Kepler-56 c,21.40239000,0.165200,,0.57000,0.874,4840.00,1.32,4.23,
Kepler-56,Kepler-56 d,1002.00000000,2.160000,0.200000,5.61000,,4840.00,1.32,4.23,
Kepler-560,Kepler-560 b,18.47764449,,,,0.153,3556.00,0.34,0.33,
Kepler-561,Kepler-561 b,58.36204950,,,,0.621,5646.00,0.96,0.94,
Kepler-561,Kepler-561 c,5.35016198,,,,0.239,5646.00,0.96,0.94,
Kepler-562,Kepler-562 b,18.00931444,,,,0.465,5575.00,0.93,0.90,
Kepler-563,Kepler-563 b,22.18432708,,,,0.276,5066.00,0.80,0.77,
Kepler-564,Kepler-564 b,3.75083228,,,,0.413,5626.00,0.95,0.92,
Kepler-565,Kepler-565 b,4.24374723,,,,0.325,5735.00,0.98,0.95,
Kepler-566,Kepler-566 b,18.42794624,,,,0.192,5132.00,0.83,0.79,
Kepler-567,Kepler-567 b,16.54297375,,,,0.201,5148.00,0.84,0.79,
Kepler-568,Kepler-568 b,11.02347475,,,,0.202,3768.00,0.55,0.53,
Kepler-569,Kepler-569 b,34.18890521,,,,0.282,5616.00,0.95,0.93,
Kepler-57,Kepler-57 b,5.72931960,,,18.86000,0.195,5145.00,0.83,0.73,
Kepler-57,Kepler-57 c,11.60925670,,,6.95000,0.138,5145.00,0.83,0.73,
Kepler-570,Kepler-570 b,4.30166200,,,,0.219,5496.00,0.93,0.90,
Kepler-571,Kepler-571 b,4.79859939,,,,0.236,5527.00,0.93,0.90,
Kepler-572,Kepler-572 b,17.20523483,,,,0.230,5212.00,0.83,0.79,
Kepler-573,Kepler-573 b,22.18329658,,,,0.249,5746.00,0.99,1.02,
Kepler-574,Kepler-574 b,7.65880414,,,,0.213,5612.00,0.95,0.91,
Kepler-575,Kepler-575 b,9.37891944,,,,0.213,5710.00,0.97,0.95,
Kepler-576,Kepler-576 b,29.91136794,,,,0.292,5672.00,0.99,0.97,
Kepler-577,Kepler-577 b,25.69578251,,,,0.227,4984.00,0.78,0.73,
Kepler-578,Kepler-578 b,1.61688370,,,,0.178,5334.00,0.87,0.83,
Kepler-579,Kepler-579 b,9.66857723,,,,0.178,5636.00,0.99,0.96,
Kepler-58,Kepler-58 b,10.21849540,,,1.39000,0.248,6099.00,,1.13,
Kepler-58,Kepler-58 c,15.57415680,,,2.19000,0.255,6099.00,,1.13,
Kepler-58,Kepler-58 d,40.10137100,0.236000,,,0.262,6099.00,,1.13,
Kepler-580,Kepler-580 b,8.22241966,,,,0.229,4298.00,0.67,0.64,
Kepler-581,Kepler-581 b,40.60698210,,,,0.235,5772.00,1.00,1.00,
Kepler-582,Kepler-582 b,18.49235668,,,,0.328,5564.00,0.93,0.91,
Kepler-583,Kepler-583 b,6.51002530,,,,0.203,5523.00,0.94,0.91,
Kepler-584,Kepler-584 b,35.18103040,,,,0.376,6195.00,1.17,1.24,
Kepler-585,Kepler-585 b,2.75235975,,,,0.252,5593.00,0.96,0.93,
Kepler-586,Kepler-586 b,2.10472218,,,,0.249,5575.00,0.94,0.92,
Kepler-587,Kepler-587 b,10.94027841,,,,0.199,5549.00,0.92,0.89,
Kepler-588,Kepler-588 b,4.22162536,,,,0.235,5835.00,1.01,1.00,
Kepler-589,Kepler-589 b,16.54964934,,,,0.203,5296.00,0.88,0.83,
Kepler-59,Kepler-59 b,11.86817070,,,2.05000,0.098,6074.00,1.04,0.94,
Kepler-59,Kepler-59 c,17.98012350,,,1.37000,0.177,6074.00,1.04,0.94,
Kepler-590,Kepler-590 b,5.85296257,,,,0.359,6000.00,1.10,1.15,
Kepler-591,Kepler-591 b,81.16942990,,,,0.302,5677.00,0.97,0.94,
Kepler-592,Kepler-592 b,2.82019241,,,,0.213,5913.00,1.04,1.04,
Kepler-593,Kepler-593 b,21.21708973,,,,0.256,5967.00,1.08,1.10,
Kepler-594,Kepler-594 b,13.64618192,,,,0.194,5485.00,0.91,0.87,
Kepler-595,Kepler-595 b,25.30292332,,,,0.340,5247.00,0.87,0.83,
Kepler-596,Kepler-596 b,21.30022655,,,,0.309,6267.00,1.21,1.32,
Kepler-597,Kepler-597 b,13.02365861,,,,0.211,5683.00,0.97,0.95,
Kepler-598,Kepler-598 b,3.70175428,,,,0.134,5307.00,0.87,0.86,
Kepler-599,Kepler-599 b,15.65562652,,,,0.253,5127.00,0.83,0.79,
Kepler-6,Kepler-6 b,3.23469960,0.048520,,0.66800,1.304,5647.00,1.21,1.39,
Kepler-60,Kepler-60 b,7.13340000,,,0.01318,0.153,5905.00,1.04,1.26,
Kepler-60,Kepler-60 c,8.91870000,,,0.01211,0.170,5905.00,1.04,1.26,
Kepler-60,Kepler-60 d,11.89810000,,,0.01309,0.178,5905.00,1.04,1.26,
Kepler-600,Kepler-600 b,23.67517607,,,,0.259,5279.00,0.84,0.81,
Kepler-601,Kepler-601 b,5.37886844,,,,0.170,5160.00,0.85,0.79,
Kepler-602,Kepler-602 b,15.28469497,,,,0.186,6062.00,1.08,1.13,
Kepler-603,Kepler-603 b,21.05358596,,,,0.236,5808.00,1.01,1.01,
Kepler-603,Kepler-603 c,127.90757740,,,,0.580,5808.00,1.01,1.01,
Kepler-603,Kepler-603 d,6.21712920,,,,0.118,5808.00,1.01,1.01,
Kepler-604,Kepler-604 b,25.85501786,,,,0.231,5890.00,1.02,1.03,
Kepler-605,Kepler-605 b,3.38353807,,,,0.128,5462.00,0.91,0.88,
Kepler-605,Kepler-605 c,2.35895152,,,,0.077,5462.00,0.91,0.88,
Kepler-606,Kepler-606 b,24.31575992,,,,0.295,6161.00,1.13,1.22,
Kepler-607,Kepler-607 b,0.63816320,,,,0.078,5196.00,0.84,0.80,
Kepler-608,Kepler-608 b,6.41251504,,,,0.325,5820.00,1.00,1.01,
Kepler-609,Kepler-609 b,6.52121067,,,,0.299,5971.00,1.09,1.14,
Kepler-61,Kepler-61 b,59.87756000,,0.250000,,0.192,4017.00,0.64,0.62,
Kepler-610,Kepler-610 b,6.99692655,,,,0.374,5943.00,1.10,1.13,
Kepler-610,Kepler-610 c,151.86392000,,,,0.294,5943.00,1.10,1.13,
Kepler-611,Kepler-611 b,2.43703330,,,,0.147,5761.00,1.01,1.01,
Kepler-612,Kepler-612 b,3.72215641,,,,0.253,5693.00,0.98,0.96,
Kepler-613,Kepler-613 b,15.77979614,,,,0.204,5723.00,0.98,0.96,
Kepler-614,Kepler-614 b,14.03491514,,,,0.213,5268.00,0.85,0.81,
Kepler-615,Kepler-615 b,10.35584657,,,,0.155,4655.00,0.73,0.69,
Kepler-616,Kepler-616 b,9.99761851,,,,0.217,5753.00,0.98,0.97,
Kepler-616,Kepler-616 c,90.41135560,,,,0.304,5753.00,0.98,0.97,
Kepler-617,Kepler-617 b,1.68269615,,,,0.118,3712.00,0.51,0.48,
Kepler-618,Kepler-618 b,3.59576964,,,,0.232,5860.00,1.05,1.08,
Kepler-619,Kepler-619 b,5.40427220,,,,0.282,5980.00,1.09,1.11,
Kepler-619,Kepler-619 c,1.20846503,,,,0.151,5980.00,1.09,1.11,
Kepler-62,Kepler-62 b,5.71493200,0.055300,,0.03000,0.117,4925.00,0.69,0.64,-0.678
Kepler-62,Kepler-62 c,12.44170000,0.092900,,0.01300,0.048,4925.00,0.69,0.64,-0.678
Kepler-62,Kepler-62 d,18.16406000,0.120000,,0.04400,0.174,4925.00,0.69,0.64,-0.678
Kepler-62,Kepler-62 e,122.38740000,0.427000,,0.11300,0.144,4925.00,0.69,0.64,-0.678
Kepler-62,Kepler-62 f,267.29100000,0.718000,,0.11000,0.126,4925.00,0.69,0.64,-0.678
Kepler-620,Kepler-620 b,12.91375431,,,,0.296,6155.00,1.15,1.22,
Kepler-621,Kepler-621 b,2.62811375,,,,0.205,4521.00,0.72,0.68,
Kepler-622,Kepler-622 b,14.28226676,,,,0.190,4201.00,0.64,0.61,
Kepler-623,Kepler-623 b,9.07097734,,,,0.269,5443.00,0.90,0.86,
Kepler-624,Kepler-624 b,14.58649607,,,,0.206,6117.00,1.10,1.18,
Kepler-625,Kepler-625 b,7.75192492,,,,0.178,5789.00,1.04,0.96,
Kepler-625,Kepler-625 c,4.16536510,,,,0.094,5789.00,1.04,0.96,
Kepler-626,Kepler-626 b,14.48585199,,,,0.204,5813.00,1.01,1.05,
Kepler-627,Kepler-627 b,40.69944430,,,,0.333,6424.00,1.30,1.49,
Kepler-628,Kepler-628 b,15.45805670,,,,0.749,5721.00,1.00,1.28,
Kepler-629,Kepler-629 b,7.23858540,,,,0.123,5444.00,0.93,0.84,
Kepler-63,Kepler-63 b,9.43415050,0.080000,0.450000,0.37800,0.545,5576.00,0.98,0.90,-0.157
Kepler-630,Kepler-630 b,161.47439370,,,,0.284,5829.00,1.02,1.04,
Kepler-631,Kepler-631 b,17.97979059,,,,0.259,6185.00,1.24,1.33,
Kepler-632,Kepler-632 b,30.99660733,,,,0.197,5322.00,0.91,0.84,
Kepler-633,Kepler-633 b,8.50340718,,,,0.145,5899.00,1.02,1.15,
Kepler-634,Kepler-634 b,5.16950177,,,,0.169,6075.00,1.03,1.24,
Kepler-635,Kepler-635 b,23.44971004,,,,0.236,6174.00,1.33,1.51,
Kepler-636,Kepler-636 b,16.08066115,,,,0.397,5203.00,0.85,0.80,
Kepler-637,Kepler-637 b,23.20584623,,,,0.424,6096.00,1.64,2.56,
Kepler-638,Kepler-638 b,6.07972888,,,,0.163,5382.00,0.88,0.93,
Kepler-639,Kepler-639 b,10.21420496,,,,0.212,5896.00,1.14,1.29,
Kepler-640,Kepler-640 b,22.24813967,,,,0.228,5653.00,1.01,0.94,
Kepler-641,Kepler-641 b,9.48961571,,,,0.165,5713.00,1.02,1.13,
Kepler-642,Kepler-642 b,4.41745855,,,,0.259,6570.00,1.40,1.66,
Kepler-643,Kepler-643 b,16.33889626,,,,0.906,4908.00,1.00,2.52,
Kepler-644,Kepler-644 b,3.17391710,,,,0.281,6747.00,1.49,1.81,
Kepler-645,Kepler-645 b,3.27582262,,,,0.187,6170.00,1.13,1.21,
Kepler-646,Kepler-646 b,15.87364565,,,,0.178,5634.00,0.93,0.91,
Kepler-647,Kepler-647 b,16.22546490,,,,0.104,6020.00,1.03,1.07,
Kepler-648,Kepler-648 b,17.42117490,,,,0.287,5741.00,1.05,0.98,
Kepler-649,Kepler-649 b,29.90722674,,,,0.202,5871.00,0.97,0.94,
Kepler-65,Kepler-65 b,2.15491000,0.035000,,,0.127,6211.00,1.25,1.41,
Kepler-65,Kepler-65 c,5.85994400,0.068000,,,0.230,6211.00,1.25,1.41,
Kepler-65,Kepler-65 d,8.13123000,0.084000,,,0.136,6211.00,1.25,1.41,
Kepler-65,Kepler-65 e,258.80000000,,0.283000,0.82000,,6211.00,1.25,1.41,
Kepler-650,Kepler-650 b,3.03214559,,,,0.264,5849.00,1.08,1.35,
Kepler-651,Kepler-651 b,21.38521506,,,,0.211,5522.00,0.92,0.87,
Kepler-652,Kepler-652 b,4.18200253,,,,0.222,5490.00,0.97,0.88,
Kepler-653,Kepler-653 b,14.70748976,,,,0.174,5665.00,1.02,1.19,
Kepler-653,Kepler-653 c,0.90037648,,,,0.070,5665.00,1.02,1.19,
Kepler-654,Kepler-654 b,13.72465129,,,,0.185,5865.00,1.04,1.11,
Kepler-655,Kepler-655 b,46.40633580,,,,0.242,6170.00,1.15,1.24,
Kepler-656,Kepler-656 b,1.26025909,,,,0.278,5281.00,0.86,0.82,
Kepler-657,Kepler-657 b,24.54350418,,,,0.314,5808.00,1.01,1.01,
Kepler-658,Kepler-658 b,1.28707676,,,,0.145,4103.00,0.63,0.60,
Kepler-659,Kepler-659 b,17.67179600,,,,0.223,4870.00,0.79,0.74,
Kepler-66,Kepler-66 b,17.81581500,0.135200,,,0.250,5962.00,1.04,0.97,
Kepler-660,Kepler-660 b,9.27358194,,,,0.229,4779.00,0.75,0.71,
Kepler-661,Kepler-661 b,6.02930132,,,,0.274,4483.00,0.70,0.67,
Kepler-662,Kepler-662 b,21.67697486,,,,0.194,4897.00,0.79,0.74,
Kepler-663,Kepler-663 b,4.99678284,,,,0.232,5264.00,0.86,0.82,
Kepler-664,Kepler-664 b,2.52559332,,,,0.237,5754.00,1.01,1.02,
Kepler-665,Kepler-665 b,16.01310205,,,,0.232,4913.00,0.79,0.74,
Kepler-666,Kepler-666 b,4.49876092,,,,0.214,5887.00,1.03,1.05,
Kepler-667,Kepler-667 b,41.43962808,,,,0.422,5327.00,0.91,0.87,
Kepler-668,Kepler-668 b,8.35390639,,,,0.241,5352.00,0.87,0.82,
Kepler-669,Kepler-669 b,4.12554687,,,,0.431,6038.00,1.15,1.20,
Kepler-67,Kepler-67 b,15.72590000,0.117100,,,0.262,5331.00,0.86,0.78,
Kepler-670,Kepler-670 b,2.81650485,,,,1.176,5709.00,0.99,0.99,
Kepler-671,Kepler-671 b,4.28095859,,,,0.240,5624.00,0.97,0.95,
Kepler-672,Kepler-672 b,38.37746230,,,,0.223,5627.00,0.95,0.92,
Kepler-673,Kepler-673 b,3.72873109,,,,0.583,5355.00,0.88,0.84,
Kepler-674,Kepler-674 b,2.24338185,,,,0.151,4192.00,0.60,0.57,
Kepler-675,Kepler-675 b,2.33743801,,,,0.218,4945.00,0.79,0.75,
Kepler-676,Kepler-676 b,11.59822172,,,,0.271,3701.00,0.51,0.49,
Kepler-677,Kepler-677 b,6.57531678,,,,0.480,5723.00,1.00,0.99,
Kepler-678,Kepler-678 b,7.27503724,,,,0.459,5520.00,0.94,0.91,
Kepler-679,Kepler-679 b,12.39358604,,,,0.269,5403.00,0.87,0.84,
Kepler-68,Kepler-68 b,5.39880000,,0.000000,0.02407,,5793.00,1.08,1.24,
Kepler-68,Kepler-68 c,9.60510000,,0.000000,0.00642,,5793.00,1.08,1.24,
Kepler-68,Kepler-68 d,634.60000000,,0.112000,0.77000,,5793.00,1.08,1.24,
Kepler-680,Kepler-680 b,3.68992629,,,,0.216,5890.00,1.08,1.11,
Kepler-681,Kepler-681 b,26.39435646,,,,0.275,5021.00,0.80,0.76,
Kepler-682,Kepler-682 b,12.61190667,,,,0.658,5559.00,0.92,0.89,
Kepler-683,Kepler-683 b,2.53918318,,,,0.176,5703.00,0.96,0.95,
Kepler-684,Kepler-684 b,6.77030201,,,,0.300,5493.00,0.89,0.86,
Kepler-685,Kepler-685 b,1.62552220,,,,0.944,5963.00,1.11,1.16,
Kepler-686,Kepler-686 b,1.59474546,,,,1.084,5649.00,0.94,0.92,
Kepler-687,Kepler-687 b,20.50586978,,,,0.314,4841.00,0.77,0.73,
Kepler-688,Kepler-688 b,3.89593684,,,,0.871,5715.00,0.98,0.96,
Kepler-689,Kepler-689 b,22.36656079,,,,0.258,5518.00,0.91,0.88,
Kepler-69,Kepler-69 b,13.72234100,0.094000,0.160000,,0.200,5638.00,0.81,0.93,-0.097
Kepler-69,Kepler-69 c,242.46130000,0.640000,0.140000,,0.153,5638.00,0.81,0.93,-0.097
Kepler-690,Kepler-690 b,7.74809437,,,,0.531,5913.00,1.11,1.16,
Kepler-691,Kepler-691 b,8.11437900,,,,0.186,3715.00,0.53,0.50,
Kepler-692,Kepler-692 b,21.81293494,,,,0.277,5440.00,0.90,0.86,
Kepler-693,Kepler-693 b,15.37563332,,,,0.908,4881.00,0.76,0.72,
Kepler-694,Kepler-694 b,6.36584161,,,,0.250,5700.00,0.97,0.95,
Kepler-695,Kepler-695 b,3.04033042,,,,0.822,5181.00,0.84,0.80,
Kepler-696,Kepler-696 b,4.19042557,,,,0.548,5903.00,1.06,1.08,
Kepler-697,Kepler-697 b,3.70987065,,,,0.368,5513.00,0.92,0.88,
Kepler-698,Kepler-698 b,16.32976218,,,,0.328,5612.00,0.94,0.91,
Kepler-699,Kepler-699 b,27.80756293,,,,1.259,5330.00,0.81,0.78,
Kepler-7,Kepler-7 b,4.88548920,0.060670,,0.44100,1.622,5933.00,1.36,1.97,
Kepler-700,Kepler-700 b,80.87206390,,,,0.534,5692.00,0.98,0.96,
Kepler-701,Kepler-701 b,10.35533177,,,,0.253,5343.00,0.88,0.84,
Kepler-702,Kepler-702 b,10.52629406,,,,0.818,5419.00,0.90,0.86,
Kepler-703,Kepler-703 b,4.58352176,,,,0.732,6185.00,1.18,1.27,
Kepler-704,Kepler-704 b,3.76182115,,,,0.233,5616.00,0.97,0.96,
Kepler-705,Kepler-705 b,56.05605380,,,,0.188,3722.00,0.53,0.51,
Kepler-706,Kepler-706 b,41.40831347,,,,1.175,5394.00,0.87,0.84,
Kepler-707,Kepler-707 b,2.23749275,,,,0.119,5099.00,0.80,0.76,
Kepler-708,Kepler-708 b,3.16789194,,,,0.261,5692.00,0.97,0.96,
Kepler-709,Kepler-709 b,16.08524954,,,,0.261,5071.00,0.80,0.77,
Kepler-710,Kepler-710 b,4.34728553,,,,0.168,5611.00,0.94,0.91,
Kepler-711,Kepler-711 b,23.58914398,,,,0.304,5222.00,0.84,0.80,
Kepler-712,Kepler-712 b,21.02247699,,,,0.304,5148.00,0.84,0.78,
Kepler-712,Kepler-712 c,226.89047000,,,,0.433,5148.00,0.84,0.78,
Kepler-713,Kepler-713 b,7.41114100,,,,0.221,5785.00,0.98,0.99,
Kepler-714,Kepler-714 b,8.09888799,,,,0.863,5995.00,1.09,1.12,
Kepler-715,Kepler-715 b,10.00652995,,,,0.335,5871.00,1.04,1.04,
Kepler-716,Kepler-716 b,10.37168453,,,,0.259,5099.00,0.83,0.78,
Kepler-717,Kepler-717 b,4.40840023,,,,0.216,5485.00,0.88,0.85,
Kepler-718,Kepler-718 b,2.05234990,,,,1.477,6191.00,1.18,1.30,
Kepler-719,Kepler-719 b,5.00731778,,,,0.760,5777.00,0.99,0.98,
Kepler-720,Kepler-720 b,4.70832654,,,,0.750,5618.00,0.95,0.92,
Kepler-721,Kepler-721 b,5.39202539,,,,0.236,5075.00,0.82,0.78,
Kepler-722,Kepler-722 b,4.09357325,,,,0.235,5863.00,1.03,1.05,
Kepler-722,Kepler-722 c,105.14474900,,,,0.252,5863.00,1.03,1.05,
Kepler-723,Kepler-723 b,4.08227507,,,,1.088,5539.00,0.92,0.89,
Kepler-724,Kepler-724 b,3.31494634,,,,0.294,5437.00,0.90,0.86,
